Cu_50% CW{1},
2θ - °,Intensity - cps
3.51999998092651,383.333343505859
3.52999997138977,283.333343505859
3.53999996185303,383.333343505859
3.54999995231628,433.333343505859
3.55999994277954,400
3.5699999332428,466.666656494141
3.57999992370605,483.333343505859
3.58999991416931,483.333343505859
3.59999990463257,433.333343505859
3.60999989509583,366.666656494141
3.61999988555908,300
3.63000011444092,450
3.64000010490417,350
3.65000009536743,366.666656494141
3.66000008583069,483.333343505859
3.67000007629395,383.333343505859
3.6800000667572,366.666656494141
3.69000005722046,433.333343505859
3.70000004768372,366.666656494141
3.71000003814697,316.666656494141
3.72000002861023,383.333343505859
3.73000001907349,500
3.74000000953674,516.666687011719
3.75,450
3.75999999046326,333.333343505859
3.76999998092651,316.666656494141
3.77999997138977,333.333343505859
3.78999996185303,450
3.79999995231628,383.333343505859
3.80999994277954,416.666656494141
3.8199999332428,400
3.82999992370605,350
3.83999991416931,400
3.84999990463257,316.666656494141
3.85999989509583,250
3.86999988555908,250
3.88000011444092,350
3.89000010490417,383.333343505859
3.90000009536743,366.666656494141
3.91000008583069,433.333343505859
3.92000007629395,383.333343505859
3.9300000667572,466.666656494141
3.94000005722046,450
3.95000004768372,366.666656494141
3.96000003814697,416.666656494141
3.97000002861023,466.666656494141
3.98000001907349,433.333343505859
3.99000000953674,416.666656494141
4,416.666656494141
4.01000022888184,450
4.01999998092651,433.333343505859
4.03000020980835,366.666656494141
4.03999996185303,500
4.05000019073486,433.333343505859
4.05999994277954,300
4.07000017166138,300
4.07999992370605,333.333343505859
4.09000015258789,333.333343505859
4.09999990463257,350
4.1100001335144,383.333343505859
4.11999988555908,366.666656494141
4.13000011444092,350
4.1399998664856,333.333343505859
4.15000009536743,383.333343505859
4.15999984741211,383.333343505859
4.17000007629395,350
4.17999982833862,400
4.19000005722046,466.666656494141
4.19999980926514,466.666656494141
4.21000003814697,366.666656494141
4.21999979019165,333.333343505859
4.23000001907349,333.333343505859
4.23999977111816,466.666656494141
4.25,400
4.26000022888184,333.333343505859
4.26999998092651,450
4.28000020980835,350
4.28999996185303,316.666656494141
4.30000019073486,366.666656494141
4.30999994277954,350
4.32000017166138,366.666656494141
4.32999992370605,416.666656494141
4.34000015258789,450
4.34999990463257,366.666656494141
4.3600001335144,416.666656494141
4.36999988555908,433.333343505859
4.38000011444092,383.333343505859
4.3899998664856,400
4.40000009536743,400
4.40999984741211,366.666656494141
4.42000007629395,383.333343505859
4.42999982833862,466.666656494141
4.44000005722046,383.333343505859
4.44999980926514,366.666656494141
4.46000003814697,400
4.46999979019165,450
4.48000001907349,433.333343505859
4.48999977111816,400
4.5,383.333343505859
4.51000022888184,300
4.51999998092651,316.666656494141
4.53000020980835,433.333343505859
4.53999996185303,333.333343505859
4.55000019073486,466.666656494141
4.55999994277954,383.333343505859
4.57000017166138,366.666656494141
4.57999992370605,400
4.59000015258789,466.666656494141
4.59999990463257,383.333343505859
4.6100001335144,333.333343505859
4.61999988555908,383.333343505859
4.63000011444092,300
4.6399998664856,233.33332824707
4.65000009536743,350
4.65999984741211,433.333343505859
4.67000007629395,383.333343505859
4.67999982833862,333.333343505859
4.69000005722046,333.333343505859
4.69999980926514,383.333343505859
4.71000003814697,433.333343505859
4.71999979019165,383.333343505859
4.73000001907349,450
4.73999977111816,400
